created_at;;;;;;
2024-04-29T21:00:45+00:00;1;2.137.500;;;;
2024-04-29T21:01:15+00:00;2;2.125.000;;;;
2024-04-29T21:01:45+00:00;3;2.118.750;;;;
2024-04-29T21:02:15+00:00;4;2.125.000;;;;
2024-04-29T21:02:45+00:00;5;2.118.750;;;;
2024-04-29T21:08:53+00:00;6;-14276;;;;
2024-04-29T21:09:13+00:00;7;2.131.250;;;;
2024-04-29T21:09:34+00:00;8;-15612;;;;
2024-04-29T21:09:54+00:00;9;-15696;;;;
2024-04-29T21:10:28+00:00;10;;-15700;;;
2024-04-29T21:10:49+00:00;11;2.131.250;;;;
2024-04-29T21:11:09+00:00;12;;8076;;;
2024-04-29T21:11:29+00:00;13;;732;;;
2024-04-29T21:11:49+00:00;14;2.125.000;;;;
2024-04-29T21:12:09+00:00;15;;-380;;;
2024-04-29T21:12:29+00:00;16;;-884;;;
2024-04-29T21:12:49+00:00;17;2.125.000;;;;
2024-04-29T21:13:09+00:00;18;;-192;;;
2024-04-29T21:13:29+00:00;19;;-208;;;
2024-04-29T21:14:01+00:00;20;;60;;;
2024-04-29T21:14:22+00:00;21;2.131.250;;;;
2024-04-29T21:14:43+00:00;22;;-100;;;
2024-04-29T21:15:03+00:00;23;;-204;;;
2024-04-29T21:15:22+00:00;24;2.131.250;;;;
2024-04-29T21:15:43+00:00;25;;-240;;;
2024-04-29T21:16:03+00:00;26;;-260;;;
2024-04-29T21:16:22+00:00;27;2.131.250;;;;
2024-04-29T21:16:43+00:00;28;;-116;;;
2024-04-29T21:17:03+00:00;29;;-120;;;
2024-04-29T21:17:43+00:00;30;;-184;;;
2024-04-29T21:18:04+00:00;31;2.137.500;;;;
2024-04-29T21:18:25+00:00;32;;-80;;;
2024-04-29T21:18:45+00:00;33;;-104;;;
2024-04-29T21:19:04+00:00;34;2.137.500;;;;
2024-04-29T21:19:25+00:00;35;;-208;;;
2024-04-29T21:19:49+00:00;36;;-260;;;
2024-04-29T21:20:10+00:00;37;2.137.500;;;;
2024-04-29T21:20:31+00:00;38;;-132;;;
2024-04-29T21:20:51+00:00;39;;-216;;;
2024-04-29T21:21:10+00:00;40;2.137.500;;;;
2024-04-29T21:21:31+00:00;41;;-172;;;
2024-04-29T21:22:01+00:00;42;;-212;;;
2024-04-29T21:22:22+00:00;43;2.150.000;;;;
2024-04-29T21:22:43+00:00;44;;-276;;;
2024-04-29T21:23:03+00:00;45;;-72;;;
2024-04-29T21:23:30+00:00;46;;;;0.00000;
2024-04-29T21:23:45+00:00;47;;;2.108.294;;
2024-04-29T21:24:01+00:00;48;;;;0.00000;
2024-04-29T21:24:16+00:00;49;;-15396;;;
2024-04-29T21:24:33+00:00;50;;;;0.00000;
2024-04-29T21:24:51+00:00;51;;;;0.00000;
2024-04-29T21:25:07+00:00;52;;16812;;;
2024-04-29T21:25:24+00:00;53;;;;0.00000;
2024-04-29T21:25:41+00:00;54;;;;0.00000;
2024-04-29T21:25:57+00:00;55;;16552;;;
2024-04-29T21:26:14+00:00;56;;;;0.00000;
2024-04-29T21:26:31+00:00;57;;;;0.00000;
2024-04-29T21:26:47+00:00;58;;5496;;;
2024-04-29T21:27:04+00:00;59;;;;0.00000;
2024-04-29T21:27:21+00:00;60;;;;0.00000;
2024-04-29T21:27:36+00:00;61;;4252;;;
2024-04-29T21:27:54+00:00;62;;;;0.00000;
2024-04-29T21:28:11+00:00;63;;;;0.00000;
2024-04-29T21:28:26+00:00;64;;4344;;;
2024-04-29T21:28:44+00:00;65;;;;0.00000;
2024-04-29T21:29:01+00:00;66;;;;0.00000;
2024-04-29T21:29:16+00:00;67;;4372;;;
2024-04-29T21:29:34+00:00;68;;;;0.00000;
2024-04-29T21:29:51+00:00;69;;;;0.00000;
2024-04-29T21:30:07+00:00;70;;4252;;;
2024-04-29T21:30:24+00:00;71;;;;0.00000;
2024-04-29T21:30:41+00:00;72;;;;0.00000;
2024-04-29T21:30:56+00:00;73;;4304;;;
2024-04-29T21:31:14+00:00;74;;;;0.00000;
2024-04-29T21:31:31+00:00;75;;;;0.00000;
2024-04-29T21:31:47+00:00;76;;4404;;;
2024-04-29T21:32:04+00:00;77;;;;0.00000;
2024-04-29T21:32:21+00:00;78;;;;0.00000;
2024-04-29T21:32:37+00:00;79;;4324;;;
2024-04-29T21:32:58+00:00;80;;4412;;;
2024-04-29T21:33:19+00:00;81;2.137.500;;;;
2024-04-29T21:33:40+00:00;82;;4464;;;
2024-04-29T21:34:00+00:00;83;;4412;;;
2024-04-29T21:34:19+00:00;84;2.137.500;;;;
2024-04-29T21:34:40+00:00;85;;4244;;;
2024-04-29T21:35:00+00:00;86;;4224;;;
2024-04-29T21:35:19+00:00;87;2.131.250;;;;
2024-04-29T21:35:40+00:00;88;;4368;;;
2024-04-29T21:36:00+00:00;89;;4292;;;
2024-04-29T21:36:19+00:00;90;2.131.250;;;;
2024-04-29T21:36:40+00:00;91;;4144;;;
2024-04-29T21:37:00+00:00;92;;4308;;;
2024-04-29T21:37:19+00:00;93;2.137.500;;;;
2024-04-29T21:37:40+00:00;94;;4324;;;
2024-04-29T21:38:01+00:00;95;;4372;;;
2024-04-29T21:38:20+00:00;96;2.131.250;;;;
2024-04-29T21:38:41+00:00;97;;4272;;;
2024-04-29T21:39:01+00:00;98;;4216;;;
2024-04-29T21:39:20+00:00;99;2.131.250;;;;
2024-04-29T21:39:41+00:00;100;;4220;;;
2024-04-29T21:40:01+00:00;101;;4220;;;
2024-04-29T21:40:20+00:00;102;3.087.500;;;;
2024-04-29T21:40:41+00:00;103;;4352;;;
2024-04-29T21:41:01+00:00;104;;4300;;;
2024-04-29T21:41:20+00:00;105;2.862.500;;;;
2024-04-29T21:41:41+00:00;106;;4180;;;
2024-04-29T21:42:01+00:00;107;;4308;;;
2024-04-29T21:42:20+00:00;108;2.668.750;;;;
2024-04-29T21:42:41+00:00;109;;4428;;;
2024-04-29T21:43:01+00:00;110;;4396;;;
2024-04-29T21:43:20+00:00;111;2.537.500;;;;
2024-04-29T21:43:41+00:00;112;;4336;;;
2024-04-29T21:44:01+00:00;113;;4356;;;
2024-04-29T21:44:20+00:00;114;2.431.250;;;;
2024-04-29T21:44:41+00:00;115;;4368;;;
2024-04-29T21:45:01+00:00;116;;4292;;;
2024-04-29T21:45:20+00:00;117;2.350.000;;;;
2024-04-29T21:45:41+00:00;118;;4308;;;
2024-04-29T21:46:01+00:00;119;;4344;;;
2024-04-29T21:46:20+00:00;120;2.293.750;;;;
2024-04-29T21:46:41+00:00;121;;4376;;;
2024-04-29T21:47:01+00:00;122;;4264;;;
2024-04-29T21:47:20+00:00;123;2.250.000;;;;
2024-04-29T21:47:41+00:00;124;;4244;;;
2024-04-29T21:48:01+00:00;125;;4344;;;
2024-04-29T21:48:20+00:00;126;2.212.500;;;;
2024-04-29T21:48:41+00:00;127;;4340;;;
2024-04-29T21:49:01+00:00;128;;4364;;;
2024-04-30T08:08:56+00:00;129;;-15716;;;
2024-04-30T08:09:30+00:00;130;;;2.395.353;;
2024-04-30T08:09:47+00:00;131;;-15660;;;
2024-04-30T08:10:14+00:00;132;2.200.000;;;;
2024-04-30T08:10:33+00:00;133;;;2.367.118;;
2024-04-30T08:10:57+00:00;134;;-15732;;;
2024-04-30T08:12:11+00:00;135;;-15672;;;
2024-04-30T08:12:32+00:00;136;2.193.750;;;;
2024-04-30T08:12:49+00:00;137;;;2.376.530;;
2024-04-30T08:13:04+00:00;138;;;2.353.000;;
2024-04-30T08:13:26+00:00;139;;-15568;;;
2024-04-30T08:13:44+00:00;140;;;2.357.706;;
2024-04-30T08:14:02+00:00;141;2.200.000;;;;
2024-04-30T08:14:18+00:00;142;;;2.353.000;;
2024-04-30T08:14:35+00:00;143;;-15544;;;
2024-04-30T08:14:55+00:00;144;;-15600;;;
2024-04-30T08:15:15+00:00;145;;-15724;;;
2024-04-30T08:15:35+00:00;146;2.206.250;;;;
2024-04-30T08:15:58+00:00;147;;-15696;;;
2024-04-30T08:16:16+00:00;148;;-15764;;;
2024-04-30T08:16:32+00:00;149;;;2.343.588;;
2024-04-30T08:16:56+00:00;150;;-15620;;;
2024-04-30T08:17:12+00:00;151;;-15600;;;
2024-04-30T08:18:40+00:00;152;;;2.301.235;;
2024-04-30T08:18:58+00:00;153;;;2.301.235;;
2024-04-30T08:19:17+00:00;154;2.212.500;;;;
2024-04-30T08:19:42+00:00;155;;;2.296.529;;
2024-04-30T08:20:01+00:00;156;;-15592;;;
2024-04-30T08:20:17+00:00;157;2.212.500;;;;
2024-04-30T08:20:40+00:00;158;;-15560;;;
2024-04-30T08:21:00+00:00;159;;-15584;;;
2024-04-30T08:21:17+00:00;160;2.218.750;;;;
2024-04-30T08:21:40+00:00;161;;-15648;;;
2024-04-30T08:22:00+00:00;162;;-15600;;;
2024-04-30T08:22:17+00:00;163;2.218.750;;;;
2024-04-30T08:22:40+00:00;164;;-15560;;;
2024-04-30T08:23:00+00:00;165;;-15604;;;
2024-04-30T08:23:17+00:00;166;2.218.750;;;;
2024-04-30T08:23:40+00:00;167;;-15636;;;
2024-04-30T08:24:00+00:00;168;;-15648;;;
2024-04-30T08:24:17+00:00;169;2.225.000;;;;
2024-04-30T08:24:40+00:00;170;;-15552;;;
2024-04-30T08:25:00+00:00;171;;-15528;;;
2024-04-30T08:25:17+00:00;172;2.218.750;;;;
2024-04-30T08:25:40+00:00;173;;-15592;;;
2024-04-30T08:26:00+00:00;174;;-15620;;;
2024-04-30T08:26:17+00:00;175;2.231.250;;;;
2024-04-30T08:26:40+00:00;176;;-15652;;;
2024-04-30T08:27:00+00:00;177;;-15592;;;
2024-04-30T08:27:20+00:00;178;2.231.250;;;;
2024-04-30T08:27:40+00:00;179;;-15704;;;
2024-04-30T08:28:00+00:00;180;;-15496;;;
2024-04-30T08:28:17+00:00;181;2.231.250;;;;
2024-04-30T08:28:41+00:00;182;;-15676;;;
2024-04-30T08:29:00+00:00;183;;-15620;;;
2024-04-30T08:29:17+00:00;184;2.231.250;;;;
2024-04-30T08:29:41+00:00;185;;-15660;;;
2024-04-30T08:30:00+00:00;186;;-15644;;;
2024-04-30T08:30:18+00:00;187;2.231.250;;;;
2024-04-30T08:30:40+00:00;188;;-15452;;;
2024-04-30T08:31:00+00:00;189;;-15640;;;
2024-04-30T08:31:17+00:00;190;2.237.500;;;;
2024-04-30T17:27:14+00:00;191;;5236;;;
2024-04-30T17:27:33+00:00;192;-0.06250;;;;
2024-04-30T17:28:07+00:00;193;-0.06250;;;;
2024-04-30T17:29:03+00:00;194;-0.06250;;;;
2024-04-30T17:29:24+00:00;195;;5304;;;
2024-04-30T17:29:47+00:00;196;;5316;;;
2024-04-30T17:30:05+00:00;197;-0.06250;;;;
2024-04-30T17:30:21+00:00;198;;5440;;;
2024-04-30T17:30:38+00:00;199;-0.06250;;;;
2024-04-30T17:30:54+00:00;200;;5248;;;
2024-04-30T17:31:09+00:00;201;-0.06250;;;;
2024-04-30T17:31:26+00:00;202;;5172;;;
2024-04-30T17:31:49+00:00;203;;5276;;;
2024-04-30T17:32:10+00:00;204;-0.06250;;;;
2024-04-30T17:32:33+00:00;205;;5248;;;
2024-04-30T17:32:54+00:00;206;;5264;;;
2024-04-30T17:33:11+00:00;207;-0.06250;;;;
2024-04-30T17:33:26+00:00;208;;5336;;;
2024-04-30T17:33:43+00:00;209;-0.06250;;;;
2024-04-30T17:33:59+00:00;210;;;2.113.000;;
2024-04-30T17:34:16+00:00;211;-0.06250;;;;
2024-04-30T17:34:38+00:00;212;;5476;;;
2024-04-30T17:34:59+00:00;213;;5368;;;
2024-04-30T17:35:16+00:00;214;-0.06250;;;;
2024-04-30T17:35:42+00:00;215;;5272;;;
2024-04-30T17:36:02+00:00;216;;5216;;;
2024-04-30T17:36:21+00:00;217;-0.06250;;;;
2024-04-30T17:36:46+00:00;218;;5328;;;
2024-04-30T17:37:03+00:00;219;;;;0.00000;
2024-04-30T17:37:24+00:00;220;-0.06250;;;;
2024-04-30T17:37:41+00:00;221;;5400;;;
2024-04-30T17:38:02+00:00;222;;5296;;;
2024-04-30T17:38:23+00:00;223;;5404;;;
2024-04-30T17:38:44+00:00;224;;5264;;;
2024-04-30T17:38:59+00:00;225;-0.06250;;;;
2024-04-30T17:39:14+00:00;226;;5320;;;
2024-04-30T17:39:34+00:00;227;;5364;;;
2024-04-30T17:39:56+00:00;228;;5320;;;
2024-04-30T17:40:18+00:00;229;;5324;;;
2024-04-30T17:40:40+00:00;230;;5260;;;
2024-04-30T17:41:01+00:00;231;-0.06250;;;;
2024-04-30T17:41:25+00:00;232;;5240;;;
2024-04-30T17:41:46+00:00;233;;5280;;;
2024-04-30T17:42:02+00:00;234;-0.06250;;;;
2024-04-30T17:42:18+00:00;235;;5376;;;
2024-04-30T17:42:38+00:00;236;;5364;;;
2024-04-30T17:43:00+00:00;237;;5336;;;
2024-04-30T17:43:21+00:00;238;;5352;;;
2024-04-30T18:04:45+00:00;239;;5192;;;
2024-04-30T18:05:15+00:00;240;-0.06250;;;;
2024-04-30T18:05:46+00:00;241;-0.06250;;;;
2024-04-30T18:06:29+00:00;242;-0.06250;;;;
2024-04-30T18:06:53+00:00;243;;5304;;;
2024-04-30T18:07:13+00:00;244;;5296;;;
2024-04-30T18:07:30+00:00;245;-0.06250;;;;
2024-04-30T18:07:45+00:00;246;;5348;;;
2024-04-30T18:08:03+00:00;247;-0.06250;;;;
2024-04-30T18:08:19+00:00;248;;5192;;;
2024-04-30T18:08:41+00:00;249;;5452;;;
2024-04-30T18:09:03+00:00;250;;5248;;;
2024-04-30T18:09:24+00:00;251;;5204;;;
2024-04-30T18:09:46+00:00;252;;5316;;;
2024-04-30T18:10:07+00:00;253;-0.06250;;;;
2024-04-30T18:10:29+00:00;254;;5328;;;
2024-04-30T18:10:51+00:00;255;;5396;;;
2024-04-30T18:11:08+00:00;256;-0.06250;;;;
2024-04-30T18:11:26+00:00;257;;5324;;;
2024-04-30T18:11:46+00:00;258;;5304;;;
2024-04-30T18:12:06+00:00;259;;5240;;;
2024-04-30T18:12:27+00:00;260;;5248;;;
2024-04-30T18:12:48+00:00;261;;5292;;;
2024-04-30T18:13:09+00:00;262;;5360;;;
2024-04-30T18:13:29+00:00;263;;5204;;;
2024-04-30T18:13:50+00:00;264;;5132;;;
2024-04-30T18:14:12+00:00;265;-0.06250;;;;
2024-04-30T18:14:34+00:00;266;;5408;;;
2024-04-30T18:14:55+00:00;267;;5432;;;
2024-04-30T18:15:14+00:00;268;-0.06250;;;;
2024-04-30T18:15:39+00:00;269;;5336;;;
2024-04-30T18:16:02+00:00;270;;5288;;;
2024-04-30T18:16:24+00:00;271;;5176;;;
2024-04-30T18:16:46+00:00;272;;5328;;;
2024-04-30T18:17:09+00:00;273;;5248;;;
2024-04-30T18:17:30+00:00;274;;5204;;;
2024-04-30T18:17:51+00:00;275;-0.06250;;;;
2024-04-30T18:18:06+00:00;276;;;2.136.529;;
2024-04-30T18:18:22+00:00;277;-0.06250;;;;
2024-04-30T18:18:38+00:00;278;;5328;;;
2024-04-30T18:18:56+00:00;279;-0.06250;;;;
2024-04-30T18:19:12+00:00;280;;5316;;;
2024-04-30T18:19:28+00:00;281;-0.06250;;;;
2024-04-30T18:19:46+00:00;282;;5396;;;
2024-04-30T18:20:10+00:00;283;;5276;;;
2024-04-30T18:20:31+00:00;284;-0.06250;;;;
2024-04-30T18:20:52+00:00;285;;5280;;;
2024-04-30T18:21:13+00:00;286;;5356;;;
2024-04-30T18:21:33+00:00;287;-0.06250;;;;
2024-04-30T18:21:54+00:00;288;;5236;;;
2024-04-30T18:22:15+00:00;289;;5328;;;
2024-04-30T18:22:35+00:00;290;-0.06250;;;;
2024-04-30T18:22:58+00:00;291;;5240;;;
2024-04-30T18:23:19+00:00;292;;5112;;;
2024-04-30T18:23:36+00:00;293;-0.06250;;;;
2024-04-30T18:23:54+00:00;294;;5228;;;
2024-04-30T18:24:16+00:00;295;;5356;;;
2024-04-30T18:24:37+00:00;296;;5140;;;
2024-04-30T18:24:58+00:00;297;;5440;;;
2024-04-30T18:25:16+00:00;298;;;;;0.05239
2024-04-30T18:25:38+00:00;299;;;;;293.580
2024-04-30T18:26:01+00:00;300;;5436;;;
2024-04-30T18:26:16+00:00;301;-0.06250;;;;
2024-04-30T18:26:34+00:00;302;;5372;;;
2024-04-30T18:26:55+00:00;303;;5464;;;
2024-04-30T18:27:15+00:00;304;;5228;;;
2024-04-30T18:27:36+00:00;305;;5388;;;
2024-04-30T18:27:57+00:00;306;;5348;;;
2024-04-30T18:28:19+00:00;307;;5180;;;
2024-04-30T18:28:41+00:00;308;;5012;;;
2024-04-30T18:42:14+00:00;309;;-13824;;;
2024-04-30T18:47:29+00:00;310;-0.06250;;;;
2024-04-30T18:47:59+00:00;311;-0.06250;;;;
2024-04-30T18:48:23+00:00;312;;-14028;;;
2024-04-30T18:48:44+00:00;313;;-13944;;;
2024-04-30T18:49:00+00:00;314;-0.06250;;;;
2024-04-30T18:51:12+00:00;315;;-13776;;;
2024-04-30T18:51:38+00:00;316;-0.06250;;;;
2024-04-30T18:55:34+00:00;317;-0.06250;;;;
2024-04-30T18:55:56+00:00;318;;-13872;;;
2024-04-30T18:56:17+00:00;319;;-13968;;;
2024-04-30T18:56:35+00:00;320;-0.06250;;;;
2024-04-30T18:56:51+00:00;321;;;2.080.059;;
2024-04-30T18:57:11+00:00;322;;-13896;;;
2024-04-30T18:57:33+00:00;323;;-13876;;;
2024-04-30T18:57:54+00:00;324;;-13820;;;
2024-04-30T18:58:15+00:00;325;;-13836;;;
2024-04-30T18:58:37+00:00;326;-0.06250;;;;
2024-04-30T18:58:58+00:00;327;;-13844;;;
2024-04-30T18:59:18+00:00;328;;-13932;;;
2024-04-30T18:59:38+00:00;329;-0.06250;;;;
2024-04-30T19:00:01+00:00;330;;-13812;;;
2024-04-30T19:00:26+00:00;331;;-13740;;;
2024-04-30T19:00:45+00:00;332;;-13828;;;
2024-04-30T19:01:04+00:00;333;;;;0.00000;
2024-04-30T19:01:19+00:00;334;;;2.113.000;;
2024-05-01T09:16:22+00:00;335;-0.06250;;;;
2024-05-01T09:17:17+00:00;336;;-13992;;;
2024-05-01T09:17:37+00:00;337;-0.06250;;;;
2024-05-01T09:17:58+00:00;338;;2400;;;
2024-05-01T09:18:18+00:00;339;;4652;;;
2024-05-01T09:18:37+00:00;340;-0.06250;;;;
2024-05-01T09:18:58+00:00;341;;-15452;;;
2024-05-01T09:19:18+00:00;342;;-15444;;;
2024-05-01T09:19:37+00:00;343;-0.06250;;;;
2024-05-01T09:39:15+00:00;344;;6804;;;
2024-05-01T09:39:35+00:00;345;-0.06250;;;;
2024-05-01T09:39:56+00:00;346;;6760;;;
2024-05-01T09:40:16+00:00;347;;6740;;;
2024-05-01T09:40:35+00:00;348;-0.06250;;;;
2024-05-01T09:40:56+00:00;349;;6524;;;
2024-05-01T09:41:16+00:00;350;;6576;;;
2024-05-01T09:41:35+00:00;351;-0.06250;;;;
2024-05-01T09:41:56+00:00;352;;6708;;;
2024-05-01T09:42:16+00:00;353;;6700;;;
2024-05-01T09:42:35+00:00;354;-0.06250;;;;
2024-05-01T09:42:51+00:00;355;;6696;;;
2024-05-01T09:43:07+00:00;356;;6656;;;
2024-05-01T09:43:27+00:00;357;;6840;;;
2024-05-01T09:43:47+00:00;358;;6676;;;
2024-05-01T09:44:05+00:00;359;;;;0.00000;
2024-05-01T09:44:21+00:00;360;;;2.047.118;;
2024-05-01T09:44:37+00:00;361;-0.06250;;;;
2024-05-01T09:44:58+00:00;362;;6816;;;
2024-05-01T09:45:19+00:00;363;;6784;;;
2024-05-01T09:45:37+00:00;364;-0.06250;;;;
2024-05-01T09:45:58+00:00;365;;-2744;;;
2024-05-01T09:46:19+00:00;366;;-15468;;;
2024-05-01T09:46:37+00:00;367;2.125.000;;;;
2024-05-01T09:46:58+00:00;368;;-15416;;;
2024-05-01T09:47:18+00:00;369;;-15456;;;
2024-05-01T09:47:37+00:00;370;2.143.750;;;;
2024-05-01T09:47:58+00:00;371;;-15512;;;
2024-05-01T09:48:19+00:00;372;;-15372;;;
2024-05-01T13:30:14+00:00;373;;-15380;;;
2024-05-01T13:33:42+00:00;374;;-15392;;;
2024-05-01T13:34:03+00:00;375;2.187.500;;;;
2024-05-01T13:34:24+00:00;376;;-15480;;;
2024-05-01T13:34:44+00:00;377;;-15512;;;
2024-05-01T13:35:03+00:00;378;2.193.750;;;;
2024-05-01T13:35:24+00:00;379;;-15348;;;
2024-05-01T13:35:44+00:00;380;;-15456;;;
2024-05-01T13:36:03+00:00;381;2.850.000;;;;
2024-05-01T13:36:24+00:00;382;;-15448;;;
2024-05-01T13:36:44+00:00;383;;-15532;;;
2024-05-01T13:37:03+00:00;384;2.650.000;;;;
2024-05-01T13:37:24+00:00;385;;-15476;;;
2024-05-01T13:37:44+00:00;386;;-15380;;;
2024-05-01T13:38:03+00:00;387;2.512.500;;;;
2024-05-01T13:38:24+00:00;388;;-16096;;;
2024-05-01T13:38:44+00:00;389;;-15380;;;
2024-05-01T13:39:13+00:00;390;;-15552;;;
2024-05-01T13:39:34+00:00;391;2.381.250;;;;
2024-05-01T13:39:55+00:00;392;;-15368;;;
2024-05-01T13:40:16+00:00;393;;-15368;;;
2024-05-01T13:40:35+00:00;394;2.318.750;;;;
2024-05-01T13:40:56+00:00;395;;-15352;;;
2024-05-01T13:41:16+00:00;396;;-15456;;;
2024-05-01T13:41:35+00:00;397;2.275.000;;;;
2024-05-01T13:41:56+00:00;398;;-15396;;;
2024-05-01T13:42:16+00:00;399;;-15336;;;
2024-05-01T13:42:35+00:00;400;2.250.000;;;;
2024-05-01T13:42:56+00:00;401;;-15400;;;
2024-05-01T13:43:16+00:00;402;;-15508;;;
2024-05-01T13:43:35+00:00;403;2.225.000;;;;
2024-05-01T13:43:56+00:00;404;;-15364;;;
2024-05-01T13:44:16+00:00;405;;-15512;;;
2024-05-01T13:44:35+00:00;406;2.200.000;;;;
2024-05-01T13:44:56+00:00;407;;-15472;;;
2024-05-01T13:45:16+00:00;408;;-15396;;;
2024-05-01T13:45:35+00:00;409;2.187.500;;;;
2024-05-01T13:45:56+00:00;410;;-15416;;;
2024-05-01T13:46:16+00:00;411;;-15472;;;
2024-05-01T13:46:35+00:00;412;2.181.250;;;;
2024-05-01T13:46:51+00:00;413;;;;0.00000;
2024-05-01T13:47:07+00:00;414;;;;0.00000;
2024-05-01T13:47:22+00:00;415;;;;0.00000;
2024-05-01T13:47:38+00:00;416;;;;0.00000;
2024-05-02T13:52:11+00:00;417;;;;0.00000;
2024-05-02T13:52:26+00:00;418;;;;0.00000;
2024-05-02T13:52:45+00:00;419;;6192;;;
2024-05-02T13:53:01+00:00;420;;;2.145.941;;
2024-05-02T13:53:16+00:00;421;1.450.000;;;;
2024-05-02T13:53:36+00:00;422;;;2.127.118;;
2024-05-02T13:53:51+00:00;423;;;;0.00000;
2024-05-02T13:54:07+00:00;424;;;;0.00000;
2024-05-02T13:54:22+00:00;425;;;;0.00000;
2024-05-02T13:54:38+00:00;426;;7128;;;
2024-05-02T13:54:55+00:00;427;;;;0.00000;
2024-05-02T13:55:10+00:00;428;;;;0.00000;
